offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1837006,43.759655
B&E,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.3438568,43.6639252
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.5177765,43.7590179
Assault,2016.0,Assault,D41,121,Oakridge (121),-79.2736511,43.6943665
B&E,2016.0,Break and Enter,D42,132,Malvern (132),-79.2116547,43.8114357
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.2526321,43.7273941
Assault With Weapon,2016.0,Assault,D51,72,Regent Park (72),-79.3625717,43.6568069
Assault,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.41017149999998,43.6475945
Assault,2016.0,Assault,D32,34,Bathurst Manor (34),-79.4604187,43.769474
Assault,2016.0,Assault,D32,33,Clanton Park (33),-79.4340057,43.7373581
Assault - Resist/ Prevent Seiz,2016.0,Assault,D12,113,Weston (113),-79.51587679999999,43.6988373
Assault,2016.0,Assault,D42,129,Agincourt North (129),-79.2430801,43.812973
B&E,2016.0,Break and Enter,D43,136,West Hill (136),-79.19390870000002,43.7601776
Assault - Resist/ Prevent Seiz,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.2914658,43.7269974
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3819275,43.6586685
Assault With Weapon,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3841019,43.64638520000001
B&E,2016.0,Break and Enter,D33,46,Pleasant View (46),-79.3315887,43.7888069
Robbery - Business,2016.0,Robbery,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162
Assault,2016.0,Assault,D14,84,Little Portugal (84),-79.42372890000001,43.6411324
Theft Over,2016.0,Theft Over,D14,80,Palmerston-Little Italy (80),-79.417511,43.659935
B&E,2016.0,Break and Enter,D42,131,Rouge (131),-79.23172,43.8372498
Assault,2016.0,Assault,D14,80,Palmerston-Little Italy (80),-79.4184189,43.6635857
Assault,2016.0,Assault,D54,57,Broadview North (57),-79.3549728,43.6893196
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4039383,43.7740936
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4093781,43.760334
Robbery - Swarming,2016.0,Robbery,D11,88,High Park North (88),-79.4763031,43.6511383
Assault,2016.0,Assault,D53,101,Forest Hill South (101),-79.4191055,43.7023544
Assault,2016.0,Assault,D53,101,Forest Hill South (101),-79.4191055,43.7023544
Assault,2016.0,Assault,D42,130,Milliken (130),-79.27565770000002,43.82225800000001
B&E,2016.0,Break and Enter,D41,122,Birchcliffe-Cliffside (122),-79.2543335,43.699131
B&E W'Intent,2016.0,Break and Enter,D13,31,Yorkdale-Glen Park (31),-79.4424133,43.7054863
B&E W'Intent,2016.0,Break and Enter,D22,10,Princess-Rosethorn (10),-79.54750059999998,43.6634636
Assault With Weapon,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2857361,43.7232933
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2857361,43.7232933
Assault - Resist/ Prevent Seiz,2016.0,Assault,D11,83,Dufferin Grove (83),-79.43703459999998,43.6552162
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1848831,43.76486970000001
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1848831,43.76486970000001
B&E W'Intent,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.33056640000002,43.6703529
Assault Bodily Harm,2016.0,Assault,D43,137,Woburn (137),-79.22225949999998,43.75103
Assault,2016.0,Assault,D33,52,Bayview Village (52),-79.36638640000002,43.7761726
Assault,2016.0,Assault,D22,16,Stonegate-Queensway (16),-79.49713129999998,43.6275482
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.250824,43.7114334
B&E,2016.0,Break and Enter,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.43167109999997,43.6606636
Assault,2016.0,Assault,D54,60,Woodbine-Lumsden (60),-79.3186798,43.6992722
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.18961329999998,43.7676544
Robbery - Other,2016.0,Robbery,D23,6,Kingsview Village-The Westway (6),-79.5598602,43.6969299
Assault Bodily Harm,2016.0,Assault,D32,51,Willowdale East (51),-79.3996887,43.7639999
Assault Bodily Harm,2016.0,Assault,D32,51,Willowdale East (51),-79.3996887,43.7639999
Assault,2016.0,Assault,D31,22,Humbermede (22),-79.5490723,43.7506523
Assault,2016.0,Assault,D51,72,Regent Park (72),-79.3586884,43.6624184
Robbery - Business,2016.0,Robbery,D22,14,Islington-City Centre West (14),-79.53195190000002,43.6452484
Assault Bodily Harm,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3768387,43.6411552
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.5158234,43.61208720000001
Assault,2016.0,Assault,D14,84,Little Portugal (84),-79.42479709999998,43.6430168
Assault,2016.0,Assault,D14,84,Little Portugal (84),-79.42659,43.651516
Assault,2016.0,Assault,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4305191,43.6643143
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.59420779999998,43.7419281
Assault Bodily Harm,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.59420779999998,43.7419281
Assault Bodily Harm,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.59420779999998,43.7419281
Assault,2016.0,Assault,D33,47,Don Valley Village (47),-79.3507309,43.7854195
Assault,2016.0,Assault,D32,32,Englemount-Lawrence (32),-79.43883509999998,43.7318878
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3914032,43.65839
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3914032,43.65839
Assault,2016.0,Assault,D43,136,West Hill (136),-79.19671629999998,43.7682648
Assault,2016.0,Assault,D41,126,Dorset Park (126),-79.2810745,43.76580429999999
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Assault Peace Officer,2016.0,Assault,D11,90,Junction Area (90),-79.4611511,43.6637726
B&E,2016.0,Break and Enter,D53,98,Rosedale-Moore Park (98),-79.37297059999999,43.6832199
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.53853609999999,43.6490974
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1848831,43.76486970000001
B&E,2016.0,Break and Enter,D13,109,Caledonia-Fairbank (109),-79.45208740000002,43.6851959
Assault,2016.0,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),-79.43317409999999,43.6707153
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.52381899999997,43.645511600000006
Assault With Weapon,2016.0,Assault,D54,43,Victoria Village (43),-79.31131740000002,43.7223625
Assault,2016.0,Assault,D43,135,Morningside (135),-79.20497890000001,43.7826042
Assault With Weapon,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.4128113,43.6509285
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
Assault With Weapon,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.3707886,43.6478386
Assault,2016.0,Assault,D43,137,Woburn (137),-79.23202509999999,43.7593193
Assault,2016.0,Assault,D52,79,University (79),-79.3949203,43.6610107
Theft From Mail / Bag / Key,2016.0,Theft Over,D52,76,Bay Street Corridor (76),-79.3877258,43.6656456
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault Bodily Harm,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Robbery - Mugging,2016.0,Robbery,D55,64,Woodbine Corridor (64),-79.3100281,43.679039
Assault Bodily Harm,2016.0,Assault,D53,95,Annex (95),-79.3886948,43.6748848
Assault Bodily Harm,2016.0,Assault,D53,95,Annex (95),-79.3886948,43.6748848
Assault,2016.0,Assault,D14,83,Dufferin Grove (83),-79.4311295,43.6607933
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.4233322,43.7726784
Assault - Resist/ Prevent Seiz,2016.0,Assault,D22,9,Edenbridge-Humber Valley (9),-79.5234604,43.6728935
Assault - Resist/ Prevent Seiz,2016.0,Assault,D22,9,Edenbridge-Humber Valley (9),-79.5234604,43.6728935
Assault Peace Officer,2016.0,Assault,D22,9,Edenbridge-Humber Valley (9),-79.5234604,43.6728935
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3834229,43.6621399
B&E,2016.0,Break and Enter,D53,55,Thorncliffe Park (55),-79.361145,43.7124329
Assault,2016.0,Assault,D32,39,Bedford Park-Nortown (39),-79.4238663,43.7393761
B&E,2016.0,Break and Enter,D32,41,Bridle Path-Sunnybrook-York Mills (41),-79.3946991,43.7389755
Assault With Weapon,2016.0,Assault,D32,37,Willowdale West (37),-79.4209137,43.7732315
Assault Bodily Harm,2016.0,Assault,D55,62,East End-Danforth (62),-79.30117800000002,43.6781273
Robbery - Other,2016.0,Robbery,D13,96,Casa Loma (96),-79.411171,43.68462750000001
Discharge Firearm With Intent,2016.0,Assault,D32,32,Englemount-Lawrence (32),-79.4383698,43.7173271
Robbery - Mugging,2016.0,Robbery,D14,85,South Parkdale (85),-79.4273758,43.6389618
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.5751877,43.7631149
Assault,2016.0,Assault,D32,39,Bedford Park-Nortown (39),-79.4228287,43.7423096
Assault,2016.0,Assault,D32,39,Bedford Park-Nortown (39),-79.4228287,43.7423096
Assault,2016.0,Assault,D55,62,East End-Danforth (62),-79.3085632,43.6866455
B&E,2016.0,Break and Enter,D13,96,Casa Loma (96),-79.4152222,43.68243029999999
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
Robbery - Mugging,2016.0,Robbery,D53,79,University (79),-79.397377,43.6680336
Aggravated Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3867798,43.6633606
Assault With Weapon,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3848038,43.6476631
Assault,2016.0,Assault,D42,129,Agincourt North (129),-79.2607727,43.813961
Robbery - Other,2016.0,Robbery,D22,15,Kingsway South (15),-79.4954453,43.6496086
Robbery - Other,2016.0,Robbery,D22,15,Kingsway South (15),-79.4954453,43.6496086
Robbery - Business,2016.0,Robbery,D23,7,Willowridge-Martingrove-Richview (7),-79.56716159999998,43.6833382
B&E,2016.0,Break and Enter,D43,131,Rouge (131),-79.1366882,43.7886963
Assault,2016.0,Assault,D13,107,Oakwood Village (107),-79.4456558,43.6932716
Aggravated Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5132065,43.72551729999999
B&E,2016.0,Break and Enter,D31,27,York University Heights (27),-79.4900818,43.7598305
Assault,2016.0,Assault,D53,95,Annex (95),-79.40271,43.6669083
Unlawfully In Dwelling-House,2016.0,Break and Enter,D54,58,Old East York (58),-79.3287811,43.6959457
Assault,2016.0,Assault,D54,58,Old East York (58),-79.3287811,43.6959457
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3920593,43.64537429999999
Assault,2016.0,Assault,D54,44,Flemingdon Park (44),-79.3314056,43.7183647
B&E W'Intent,2016.0,Break and Enter,D42,131,Rouge (131),-79.22615809999998,43.8248596
B&E,2016.0,Break and Enter,D22,10,Princess-Rosethorn (10),-79.5508881,43.67718120000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D14,85,South Parkdale (85),-79.4360352,43.6371803
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4360352,43.6371803
Unlawfully In Dwelling-House,2016.0,Break and Enter,D14,85,South Parkdale (85),-79.4360352,43.6371803
Assault,2016.0,Assault,D41,121,Oakridge (121),-79.2854004,43.6969986
Robbery With Weapon,2016.0,Robbery,D43,123,Cliffcrest (123),-79.23880770000002,43.7195854
Assault Bodily Harm,2016.0,Assault,D55,63,The Beaches (63),-79.31259159999998,43.66724779999999
Assault With Weapon,2016.0,Assault,D55,63,The Beaches (63),-79.31259159999998,43.66724779999999
Assault,2016.0,Assault,D55,63,The Beaches (63),-79.31259159999998,43.66724779999999
Robbery - Mugging,2016.0,Robbery,D33,52,Bayview Village (52),-79.3641357,43.7716484
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2857361,43.7232933
Robbery - Mugging,2016.0,Robbery,D14,79,University (79),-79.4000473,43.6579514
Robbery - Mugging,2016.0,Robbery,D14,79,University (79),-79.4000473,43.6579514
Robbery With Weapon,2016.0,Robbery,D14,79,University (79),-79.4000473,43.6579514
Aggravated Assault,2016.0,Assault,D14,79,University (79),-79.4000473,43.6579514
Assault With Weapon,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4359055,43.7891693
B&E,2016.0,Break and Enter,D33,45,Parkwoods-Donalda (45),-79.3446503,43.7646408
Robbery With Weapon,2016.0,Robbery,D11,87,High Park-Swansea (87),-79.47064209999998,43.6378784
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.5312042,43.6460609
B&E,2016.0,Break and Enter,D55,69,Blake-Jones (69),-79.3420486,43.672123
Assault With Weapon,2016.0,Assault,D31,24,Black Creek (24),-79.5188217,43.7619209
B&E W'Intent,2016.0,Break and Enter,D22,14,Islington-City Centre West (14),-79.55177309999998,43.6295624
Assault,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.2410812,43.7919502
Assault,2016.0,Assault,D33,47,Don Valley Village (47),-79.3606415,43.7898216
Robbery - Mugging,2016.0,Robbery,D23,8,Humber Heights-Westmount (8),-79.5246429,43.6857834
Robbery - Mugging,2016.0,Robbery,D14,85,South Parkdale (85),-79.4273758,43.6389618
Robbery - Swarming,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.595108,43.7481422
Assault,2016.0,Assault,D32,50,Newtonbrook East (50),-79.4099197,43.7886658
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3849106,43.6461983
B&E W'Intent,2016.0,Break and Enter,D22,14,Islington-City Centre West (14),-79.51909640000002,43.6226463
Robbery - Mugging,2016.0,Robbery,D14,85,South Parkdale (85),-79.4273758,43.6389618
Assault,2016.0,Assault,D31,21,Humber Summit (21),-79.5576324,43.7487984
B&E,2016.0,Break and Enter,D53,55,Thorncliffe Park (55),-79.3466263,43.7032127
Assault,2016.0,Assault,D12,112,Beechborough-Greenbrook (112),-79.48762509999997,43.6952248
Assault With Weapon,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2934723,43.7055626
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.59865570000002,43.6935616
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3746796,43.66709520000001
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3746796,43.66709520000001
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3746796,43.66709520000001
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3746796,43.66709520000001
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3746796,43.66709520000001
B&E,2016.0,Break and Enter,D32,36,Newtonbrook West (36),-79.417923,43.7893639
B&E,2016.0,Break and Enter,D14,85,South Parkdale (85),-79.4309158,43.6382141
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.28276059999997,43.7279472
B&E,2016.0,Break and Enter,D14,95,Annex (95),-79.41417690000002,43.66934970000001
Robbery With Weapon,2016.0,Robbery,D23,1,West Humber-Clairville (1),-79.59941859999998,43.68656160000001
B&E,2016.0,Break and Enter,D23,8,Humber Heights-Westmount (8),-79.5259705,43.7005081
Assault,2016.0,Assault,D43,135,Morningside (135),-79.21060940000002,43.772583
B&E,2016.0,Break and Enter,D43,135,Morningside (135),-79.20719150000002,43.79016110000001
Assault,2016.0,Assault,D12,113,Weston (113),-79.5206757,43.7013741
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5108643,43.7412949
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5108643,43.7412949
B&E,2016.0,Break and Enter,D43,134,Highland Creek (134),-79.1820679,43.7914429
Assault,2016.0,Assault,D33,49,Bayview Woods-Steeles (49),-79.392746,43.7880249
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5160751,43.7507401
Assault,2016.0,Assault,D42,131,Rouge (131),-79.1708145,43.8083801
Assault,2016.0,Assault,D11,83,Dufferin Grove (83),-79.43703459999998,43.6552162
Robbery - Business,2016.0,Robbery,D12,115,Mount Dennis (115),-79.50283809999998,43.6904297
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.38171390000002,43.6518974
Assault,2016.0,Assault,D22,12,Markland Wood (12),-79.5623703,43.627346
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.3744125,43.64992520000001
B&E,2016.0,Break and Enter,D22,18,New Toronto (18),-79.5180511,43.59795
Discharge Firearm - Recklessly,2016.0,Assault,D31,21,Humber Summit (21),-79.57069399999997,43.75848010000001
Discharge Firearm - Recklessly,2016.0,Assault,D31,21,Humber Summit (21),-79.57069399999997,43.75848010000001
Discharge Firearm - Recklessly,2016.0,Assault,D31,21,Humber Summit (21),-79.57069399999997,43.75848010000001
Discharge Firearm - Recklessly,2016.0,Assault,D31,21,Humber Summit (21),-79.57069399999997,43.75848010000001
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.39329529999998,43.7090759
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3903809,43.654506700000006
Robbery With Weapon,2016.0,Robbery,D22,10,Princess-Rosethorn (10),-79.55663299999998,43.6600761
B&E,2016.0,Break and Enter,D53,98,Rosedale-Moore Park (98),-79.3914948,43.6886482
Assault,2016.0,Assault,D13,108,Briar Hill-Belgravia (108),-79.44530490000002,43.6992455
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5108337,43.7466698
Robbery - Mugging,2016.0,Robbery,D23,1,West Humber-Clairville (1),-79.6057281,43.7289314
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.59367370000002,43.7408676
Robbery - Business,2016.0,Robbery,D31,26,Downsview-Roding-CFB (26),-79.4837265,43.7335815
Discharge Firearm With Intent,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.4837265,43.7335815
Robbery - Business,2016.0,Robbery,D51,76,Bay Street Corridor (76),-79.38311,43.66137310000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3742905,43.6535034
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3742905,43.6535034
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3742905,43.6535034
B&E,2016.0,Break and Enter,D53,103,Lawrence Park South (103),-79.41622159999999,43.7073631
Robbery - Purse Snatch,2016.0,Robbery,D42,130,Milliken (130),-79.28812409999998,43.8249626
B&E W'Intent,2016.0,Break and Enter,D32,34,Bathurst Manor (34),-79.4426727,43.7580566
Assault,2016.0,Assault,D54,59,Danforth East York (59),-79.32585909999997,43.68878170000001
Aggravated Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3897705,43.6466064
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.42864229999998,43.6422119
Assault,2016.0,Assault,D13,109,Caledonia-Fairbank (109),-79.45315550000002,43.6941299
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.49977109999998,43.7402039
Robbery - Mugging,2016.0,Robbery,D51,77,Waterfront Communities-The Island (77),-79.3689957,43.64394
Assault,2016.0,Assault,D43,127,Bendale (127),-79.2619095,43.771946
Assault,2016.0,Assault,D22,20,Alderwood (20),-79.5439301,43.6043663
Assault,2016.0,Assault,D53,99,Mount Pleasant East (99),-79.3749313,43.7051086
Assault,2016.0,Assault,D54,58,Old East York (58),-79.34311679999998,43.694725
Assault,2016.0,Assault,D43,134,Highland Creek (134),-79.1639938,43.7937317
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.4150848,43.77789310000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D12,23,Pelmo Park-Humberlea (23),-79.5315094,43.7140923
Robbery - Mugging,2016.0,Robbery,D51,72,Regent Park (72),-79.3625717,43.6568069
Assault Bodily Harm,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.4041901,43.6476784
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4332809,43.6377449
Assault,2016.0,Assault,D23,6,Kingsview Village-The Westway (6),-79.5521545,43.695797
B&E,2016.0,Break and Enter,D13,106,Humewood-Cedarvale (106),-79.4226913,43.684185
Robbery - Other,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Assault With Weapon,2016.0,Assault,D52,75,Church-Yonge Corridor (75),-79.380928,43.65633010000001
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.5255127,43.6472054
Robbery - Mugging,2016.0,Robbery,D41,124,Kennedy Park (124),-79.25810240000001,43.7345314
Robbery - Other,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.365654,43.6567955
Assault,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.43536379999998,43.6598854
Robbery - Other,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Robbery - Mugging,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Robbery With Weapon,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Robbery With Weapon,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Robbery With Weapon,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Robbery With Weapon,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Robbery With Weapon,2016.0,Robbery,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4698715,43.7241135
Assault With Weapon,2016.0,Assault,D22,19,Long Branch (19),-79.53473659999999,43.59206010000001
Assault,2016.0,Assault,D22,19,Long Branch (19),-79.53473659999999,43.59206010000001
B&E,2016.0,Break and Enter,D42,132,Malvern (132),-79.2275391,43.79615020000001
B&E,2016.0,Break and Enter,D43,133,Centennial Scarborough (133),-79.1408234,43.7786484
Robbery - Swarming,2016.0,Robbery,D31,22,Humbermede (22),-79.5339584,43.7346725
B&E,2016.0,Break and Enter,D11,83,Dufferin Grove (83),-79.44692990000001,43.6574783
Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.37091059999999,43.6679115
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4812088,43.6229706
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3867874,43.6702271
Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.3785858,43.6702576
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.53055570000002,43.6467743
Theft Over,2016.0,Theft Over,D51,71,Cabbagetown-South St.James Town (71),-79.37091059999999,43.6679115
Assault,2016.0,Assault,D55,69,Blake-Jones (69),-79.3426895,43.6736794
Assault,2016.0,Assault,D14,95,Annex (95),-79.41721340000002,43.6638374
Assault,2016.0,Assault,D22,13,Etobicoke West Mall (13),-79.5722122,43.6523972
Assault,2016.0,Assault,D54,60,Woodbine-Lumsden (60),-79.3047714,43.6948357
B&E,2016.0,Break and Enter,D53,98,Rosedale-Moore Park (98),-79.3746338,43.6902046
Assault With Weapon,2016.0,Assault,D51,74,North St.James Town (74),-79.3704071,43.6702614
Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.3704071,43.6702614
Assault Bodily Harm,2016.0,Assault,D51,74,North St.James Town (74),-79.3704071,43.6702614
Assault Bodily Harm,2016.0,Assault,D51,74,North St.James Town (74),-79.3704071,43.6702614
Assault With Weapon,2016.0,Assault,D14,82,Niagara (82),-79.404007,43.6471901
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4109344,43.7615128
Robbery - Other,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58935550000002,43.7584648
Robbery - Other,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58935550000002,43.7584648
Assault,2016.0,Assault,D11,85,South Parkdale (85),-79.4345169,43.6410294
Robbery - Business,2016.0,Robbery,D23,1,West Humber-Clairville (1),-79.5687027,43.715889
Robbery With Weapon,2016.0,Robbery,D23,1,West Humber-Clairville (1),-79.5687027,43.715889
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3895035,43.6459389
Assault,2016.0,Assault,D11,89,Runnymede-Bloor West Village (89),-79.484436,43.6532898
Assault,2016.0,Assault,D11,89,Runnymede-Bloor West Village (89),-79.484436,43.6532898
B&E,2016.0,Break and Enter,D52,78,Kensington-Chinatown (78),-79.3959045,43.6587029
Assault,2016.0,Assault,D43,135,Morningside (135),-79.2087479,43.7714539
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.5811157,43.7138481
Theft From Motor Vehicle Over,2016.0,Theft Over,D52,78,Kensington-Chinatown (78),-79.4000473,43.6579514
Assault,2016.0,Assault,D14,82,Niagara (82),-79.41439820000002,43.629406
Assault,2016.0,Assault,D14,82,Niagara (82),-79.41439820000002,43.629406
Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.3728333,43.6692467
Discharge Firearm With Intent,2016.0,Assault,D14,85,South Parkdale (85),-79.4288559,43.6386566
B&E,2016.0,Break and Enter,D32,32,Englemount-Lawrence (32),-79.43883509999998,43.7318878
Assault Peace Officer,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.3939285,43.6427383
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.5990524,43.7181282
Pointing A Firearm,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.5990524,43.7181282
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.3996887,43.7639999
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.3996887,43.7639999
Assault With Weapon,2016.0,Assault,D32,36,Newtonbrook West (36),-79.42637629999999,43.796627
Assault With Weapon,2016.0,Assault,D32,36,Newtonbrook West (36),-79.42637629999999,43.796627
Robbery - Vehicle Jacking,2016.0,Robbery,D11,86,Roncesvalles (86),-79.43536379999998,43.644207
Assault,2016.0,Assault,D53,95,Annex (95),-79.4007339,43.673275
Assault,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.3733063,43.6486778
Assault,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.28147129999998,43.7781525
Assault Peace Officer,2016.0,Assault,D13,107,Oakwood Village (107),-79.4427948,43.69730379999999
Unlawfully In Dwelling-House,2016.0,Break and Enter,D41,121,Oakridge (121),-79.2854004,43.6969986
Assault With Weapon,2016.0,Assault,D12,115,Mount Dennis (115),-79.4931412,43.68830870000001
Assault With Weapon,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.28826140000002,43.7832909
